Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;coordonnees_gps;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi
13807;10966;NANTES CM;5, bd Guist'Hau;;NANTES;44000;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.215494,-1.564782;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00818;MIRAMONT DE GUYENNE;6-10, rue du Temple;;MIRAMONT DE GUYENNE;47800;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301730Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi, Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.60138,0.361344;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301730;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1730;0830;1230;0000;0000;0000;0000;0000;0000
17807;00819;CASTELJALOUX;12, pl Gambetta;;CASTELJALOUX;47700;Lu0000000000000000Ma0830121500000000Me0830121500000000Je0830121500000000Ve0830121500000000Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.314332,0.085272;Lu0000000000000000;Ma0830121500000000;Me0830121500000000;Je0830121500000000;Ve0830121500000000;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;0000;0000;0830;1215;0000;0000;0830;1215;0000;0000;0830;1215;0000;0000;0830;1230;0000;0000;0000;0000;0000;0000
10107;00399;ST LEU;72, rue du Général Lambert;;ST LEU;97436;Lu0000000000000000Ma0800123013301700Me0800123013301700Je0930123013301730Ve0800123013301700Sa0800130000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;-21.166924,55.287656;Lu0000000000000000;Ma0800123013301700;Me0800123013301700;Je0930123013301730;Ve0800123013301700;Sa0800130000000000;Di0000000000000000;0000;0000;0000;0000;0800;1230;1330;1700;0800;1230;1330;1700;0930;1230;1330;1730;0800;1230;1330;1700;0800;1300;0000;0000;0000;0000;0000;0000
17807;00827;LAVARDAC;8, pl du Foirail;;LAVARDAC;47230;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.179356,0.298707;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00828;VAYRAC;3, avenue Henri Barbier;;VAYRAC;46110;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV:  Mardi 13:30 à 17:35  Mercredi 8:30 à 12:15 et de 13:30 à 17:35  Jeudi 14:30 à 17:35  Vendredi 8:30 à 12:15;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.953046,1.703434;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00427;AG JUVIGNAC BDP;INTER CENTRE;ROUTE DE ST GEORGES D'ORQUE;JUVIGNAC;34990;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120015001730Ve0830120013301730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.618537,3.810349;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120015001730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1500;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
10107;00463;DAMMARIE LES LYS;29, rue Charles de Gaulle;;DAMMARIE LES LYS;77190;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;ouverture uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;48.514803,2.634235;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
17807;00832;ST SYLVESTRE;2, pl de la Mairie;;ST SYLVESTRE;47140;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.397062,0.805401;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00833;MONFLANQUIN;Bd Clemenceau;;MONFLANQUIN;47150;Lu0000000000000000Ma0900121500000000Me0000000000000000Je0900121500000000Ve0000000000000000Sa0900123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.509096,0.758127;Lu0000000000000000;Ma0900121500000000;Me0000000000000000;Je0900121500000000;Ve0000000000000000;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1215;0000;0000;0000;0000;0000;0000;0900;1215;0000;0000;0000;0000;0000;0000;0900;1230;0000;0000;0000;0000;0000;0000
16607;00429;AG MAUGUIO BDP;87, BOULEVARD DE LA REPUBLIQUE;;MAUGUIO;34130;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.616389,4.01165;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
13807;10967;NOIRMOUTIER CM;22, rue de la Prée-aux-Ducs;;NOIRMOUTIER EN L'ILE;85330;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.001163,-2.249989;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00841;MONTCUQ;5016, ave de La Promenade;;MONTCUQ;46800;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 8h30 à 12h15 et de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.337619,1.20843;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00434;AG CALVISSON BDP;527, AVENUE DU COLLEGE;;CALVISSON;30420;Lu0000000000000000Ma0830122013351720Me0830122013351720Je0830122015001720Ve0830122013351720Sa0840124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.783573,4.203803;Lu0000000000000000;Ma0830122013351720;Me0830122013351720;Je0830122015001720;Ve0830122013351720;Sa0840124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1220;1335;1720;0830;1220;1335;1720;0830;1220;1500;1720;0830;1220;1335;1720;0840;1245;0000;0000;0000;0000;0000;0000
10107;00474;POINTE A PITRE LEGITIMUS;Bd de Legitimus;;POINTE A PITRE;97110;Lu0000000000000000Ma0800121513301630Me0800121513301630Je0800121514151630Ve0800121513301630Sa0745124500000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;16.246098,-61.533851;Lu0000000000000000;Ma0800121513301630;Me0800121513301630;Je0800121514151630;Ve0800121513301630;Sa0745124500000000;Di0000000000000000;0000;0000;0000;0000;0800;1215;1330;1630;0800;1215;1330;1630;0800;1215;1415;1630;0800;1215;1330;1630;0745;1245;0000;0000;0000;0000;0000;0000
13807;10928;CAEN CM;2, pl de la Résistance;;CAEN;14000;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123014001630Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;49.180644,-0.356368;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123014001630;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1400;1630;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00849;CAHORS MARYSE BASTIE;599, ave Maryse Bastié;;CAHORS;46001;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00436;AG MONTPELLIER BDP;14, BOULEVARD VICTOR HUGO;;MONTPELLIER;34000;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120015001730Ve0830120013301730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.607037,3.878439;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120015001730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1500;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
16607;00437;AG GIGEAN BDP;16, PLACE REPUBLIQUE;;GIGEAN;34770;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.50019,3.71137;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
16607;00438;AG POUSSAN BDP;4, RUE MARCEL PALAT;;POUSSAN;34560;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.485586,3.670932;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
16607;00439;AG LUNEL BDP;190, BOULEVARD LAFAYETTE;;LUNEL;34401;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120015001730Ve0830120013301730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120015001730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1500;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
16607;00440;AG MEZE BDP;37, RUE SADI CARNOT;;MEZE;34140;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.426038,3.607431;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
10107;00476;LES ABYMES GRAND CAMP;Ctre Cial;;LES ABYMES;97110;Lu0000000000000000Ma0800121513451645Me0800121513451645Je0800121514301645Ve0800121513451645Sa0745124500000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;16.239465,-61.531689;Lu0000000000000000;Ma0800121513451645;Me0800121513451645;Je0800121514301645;Ve0800121513451645;Sa0745124500000000;Di0000000000000000;0000;0000;0000;0000;0800;1215;1345;1645;0800;1215;1345;1645;0800;1215;1430;1645;0800;1215;1345;1645;0745;1245;0000;0000;0000;0000;0000;0000
10107;00483;CAPESTERRE;Rues Perrinon et Schoelcher;;CAPESTERRE BELLE EAU;97130;Lu0000000000000000Ma0800121513451630Me0800121513451630Je0800121514301630Ve0800121513451630Sa0745124500000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;16.044459,-61.564504;Lu0000000000000000;Ma0800121513451630;Me0800121513451630;Je0800121514301630;Ve0800121513451630;Sa0745124500000000;Di0000000000000000;0000;0000;0000;0000;0800;1215;1345;1630;0800;1215;1345;1630;0800;1215;1430;1630;0800;1215;1345;1630;0745;1245;0000;0000;0000;0000;0000;0000
10107;00484;LE ROBERT;Ctre Cial Madimarche;Quartier Mansarde;LE ROBERT;97231;Lu0000000000000000Ma0820125514101710Me0820125514101710Je0820125514101710Ve0820125514101710Sa0805123000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;14.68454,-60.930685;Lu0000000000000000;Ma0820125514101710;Me0820125514101710;Je0820125514101710;Ve0820125514101710;Sa0805123000000000;Di0000000000000000;0000;0000;0000;0000;0820;1255;1410;1710;0820;1255;1410;1710;0820;1255;1410;1710;0820;1255;1410;1710;0805;1230;0000;0000;0000;0000;0000;0000
10107;00491;ST DENIS DE LA REUNION;1/3 rue de Paris;;ST DENIS DE LA REUNION;97400;Lu0800121513301645Ma0800121513301645Me0800121513301645Je0900121513301645Ve0800121513301645Sa0800124500000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;-20.879239,55.448853;Lu0800121513301645;Ma0800121513301645;Me0800121513301645;Je0900121513301645;Ve0800121513301645;Sa0800124500000000;Di0000000000000000;0800;1215;1330;1645;0800;1215;1330;1645;0800;1215;1330;1645;0900;1215;1330;1645;0800;1215;1330;1645;0800;1245;0000;0000;0000;0000;0000;0000
13807;10931;ST MALO REPUBLIQUE;33, boulevard de la République;;SAINT MALO;35400;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.649038,-2.008193;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;01012;RIEUPEYROUX;9, ave de Rouergue;;RIEUPEYROUX;12240;Lu0000000000000000Ma0000000000000000Me0900121500000000Je0000000000000000Ve0900121500000000Sa0000000000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.308924,2.241033;Lu0000000000000000;Ma0000000000000000;Me0900121500000000;Je0000000000000000;Ve0900121500000000;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0000;0000;0000;0000;0900;1215;0000;0000;0000;0000;0000;0000;0900;1215;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000
17807;01406;CORNEBARRIEU;1, ave de Latécoère;;CORNEBARRIEU;31700;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.650164,1.334151;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
10107;00494;STE CLOTILDE;16, rue Bridet;;STE CLOTILDE;97490;Lu0000000000000000Ma0800123013301700Me0800123013301730Je0900123013301700Ve0800123013301700Sa0800130000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;-20.891596,55.487077;Lu0000000000000000;Ma0800123013301700;Me0800123013301730;Je0900123013301700;Ve0800123013301700;Sa0800130000000000;Di0000000000000000;0000;0000;0000;0000;0800;1230;1330;1700;0800;1230;1330;1730;0900;1230;1330;1700;0800;1230;1330;1700;0800;1300;0000;0000;0000;0000;0000;0000
13807;10919;PAIMPOL CM;Place de la République;;PAIMPOL;22500;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.778899,-3.044912;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;10916;LANNION CMGO;13, Quai d'Aiguillon;;LANNION;22300;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.732162,-3.461558;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;01805;NOGARO;10, pl Jeanne d'Arc;;NOGARO;32110;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Horaires d'ouverture sur RDV:  Le Mardi de 13:30 à 17:35  Le Mercredi et Vendredi de 8:30 à 12:15  Le Jeudi de 14:30 à 17:35  Le Samedi 08:30 à 12:30;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.757773,-0.03342;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;02004;PONT DE SALARS;Rue de l'Eglise;;PONT DE SALARS;12290;Lu0000000000000000Ma0900121513301735Me0000000013301735Je0900121514301735Ve0000000013301735Sa0000000000000000Di0000000000000000;Horaires d'ouverture sur RDV :  Le Mardi de 13h30 à 17h35  Le Mercredi et Vendredi de 9h00 à 12h15 et de 13h30 à 17h35  Le Jeudi de 14h30 à 17h35   Le Samedi 9h00 à 12h30;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.279283,2.729292;Lu0000000000000000;Ma0900121513301735;Me0000000013301735;Je0900121514301735;Ve0000000013301735;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0900;1215;1330;1735;0000;0000;1330;1735;0900;1215;1430;1735;0000;0000;1330;1735;0000;0000;0000;0000;0000;0000;0000;0000
16607;00446;AG MARSEILLAN BDP;25, BOULEVARD LAMARTINE;;MARSEILLAN;34340;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120015001730Ve0830120013301730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.354915,3.527754;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120015001730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1500;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
10107;00759;LE NEUBOURG;67, rue Dupont de l'Eure;;LE NEUBOURG;27110;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0830133000000000Di0000000000000000;uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;49.148514,0.902286;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0830133000000000;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0830;1330;0000;0000;0000;0000;0000;0000
13807;10905;QUIMPER CENTRE CM;6, rue René Madec;;QUIMPER;29000;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.994489,-4.106045;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;10661;QUIMPER ENT SUD FINIS CM;7, allée Emile Le Page;;QUIMPER;29000;Lu0900123014001800Ma0900123014001800Me0900123014001800Je0900123014001800Ve0900123014001800Sa0000000000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.979497,-4.099326;Lu0900123014001800;Ma0900123014001800;Me0900123014001800;Je0900123014001800;Ve0900123014001800;Sa0000000000000000;Di0000000000000000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1400;1800;0000;0000;0000;0000;0000;0000;0000;0000
17807;03002;MONTASTRUC LA CONSEILLERE;2093, rte d'Albi;;MONTASTRUC LA CONSEILLERE;31380;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Les Mardi Mercredi et Vendredi de 13:30 à 17:35  Le Jeudi de 14:30 à 17:35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;43.722181,1.585674;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;03015;LAGUIOLE;Route Nationale;;LAGUIOLE;12210;Lu0000000000000000Ma0900121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0900121500000000Di0000000000000000;Horaires d'ouverture sur RDV:  Mardi 13:30 à 17:35   Mercredi et Vendredi 08:30 à 12:15 et de 13:30 à 17:35   Jeudi 08:30 à 12:15 et de 14:30 à 17:35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.675437,2.791768;Lu0000000000000000;Ma0900121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0900121500000000;Di0000000000000000;0000;0000;0000;0000;0900;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0900;1215;0000;0000;0000;0000;0000;0000
16607;00450;AG COLOMBIERS BDP;ZAE LES CANTEGALS;RUE DES ANCIENNES CARRIERES;COLOMBIERS;34440;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.309703,3.168416;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
16607;00451;AG CAPESTANG BDP;PLACE JEAN JAURES;;CAPESTANG;34310;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.328262,3.044536;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
